domain,tagSize,tidSize,xdrSize,tagRatio,xdrRatio,tagDistribute,xdrDistribute,upPktSize,downPktSize,upFluxSize,downFluxSize,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_comm
inews24.com,1,1,2,1,0.5,1,2,195,191,10912,258486,55.95897436,1353.329843,269398,134699,-1
cnblogs.com,1,1,11,1,0.090909091,1,11,142,155,13956,71929,98.28169014,464.0580645,85885,7807.727273,-1
edu.hk,1,1,24,1,0.041666667,1,24,2245,1858,470321,1013913,209.4971047,545.7012917,1484234,61843.08333,-1
watermeter.vip,3,12,556,0.75,0.258992806,4,46.33333333,3704,3208,610115,129872,164.7178726,40.48379052,61665.58333,1330.911871,-1
wemomo.com,3,3,9,3,1,1,3,705,835,42169,969358,59.8141844,1160.907784,337175.6667,112391.8889,-1
viber.com,13,120,2569,1.408333333,5.60529389,9.230769231,21.40833333,11612,0,804256,0,69.26076473,0,6702.133333,313.0618918,-1
360kad.com,26,29,180,23.31034484,4.672222222,1.115384615,6.206896552,2147,2892,203828,3304888,94.93619003,1142.769018,120990.2069,19492.86667,-1
5ljob.cn,1,1,7,1,0.142857143,1,7,45,36,5200,25660,115.5555556,712.7777778,30860,4408.571429,-1
sxgou.cn,1,1,299,1,0.003344482,1,299,1177,1240,343179,821208,291.5709431,662.2645161,1164387,3894.270903,-1
sxjkc.cn,1,1,11,1,0.090909091,1,11,621,604,38551,101391,62.07890499,167.865894,139942,12722,-1
iclick.com.cn,10,10,47,10,2.127659574,1,4.7,279,210,174097,22880,624.0035842,108.952381,19697.7,4191,-1
syyx.com,3,3,81,3,0.111111111,1,27,464,374,46279,114337,99.73922414,305.7139037,53538.66667,1982.91358,-1
33song.com,2,13,983,0.307692308,0.171922686,6.5,75.61538462,38022,20239,2116890,1079719,55.67539845,53.34843619,245893,3251.89115,1
logitepic.com,2,2,23,2,0.173913043,1,11.5,1207,1313,74486,1712667,61.71168186,1304.392232,893576.5,77702.30435,-1
xmsyhy.com,44,2027,124400,0.955106068,33.02836817,46.06818182,61.37148495,1644601,935162,143331518,64608122,87.15276106,69.08762546,102584.9235,1671.540514,-1
dafabc.net,17,40,185,7.225000001,8.648648649,2.352941176,4.625,678,0,40932,0,60.37168142,0,1023.3,221.2540541,-1
ecounterp.com,1,1,2,1,0.5,1,2,91,78,6042,64217,66.3956044,823.2948718,70259,35129.5,-1
changan.com.cn,3,8,13,1.125,4.923076923,2.666666667,1.625,139,113,13949,10419,100.352518,92.20353982,3046,1874.461538,1
gamebean.net,1,1,33,1,0.03030303,1,33,901,969,129758,797241,144.0155383,822.74613,926999,28090.87879,-1
weatherforecast.io,1,4,26,0.25,0.615384615,4,6.5,152,145,27750,101722,182.5657895,701.5310345,32368,4979.692308,-1
baofeng.com,5,5,32,5,0.78125,1,6.4,181,135,15137,90998,83.62983425,674.0592593,21227,3316.71875,-1
myautogps.com,1,1,264,1,0.003787879,1,264,3416,2988,232914,161612,68.18325527,54.08701473,394526,1494.416667,-1
hoopchina.com,2,3,5,1.333333333,1.8,1.5,1.666666667,38,25,2686,1499,70.68421053,59.96,1395,837,-1
lvxudong.com,2,45,8995,0.088888889,0.225125069,22.5,199.8888889,40790,44558,3593504,4033571,88.097671,90.52405853,169490.5556,847.9238466,-1
qchannel03.cn,67,78,378,57.55128207,16.0952381,1.164179104,4.846153846,3423,2752,664049,948883,193.9962022,344.7976017,20678.61538,4267.015873,-1
feyin.net,3,93,6879,0.096774194,1.257304841,31,73.96774194,151859,150882,7434558,10475382,48.95697983,69.42764544,192580,2603.567379,1
conac.cn,4,4,12,4,1.333333333,1,3,57,49,6309,18776,110.6842105,383.1836735,6271.25,2090.416667,-1
tnkfactory.com,1,2,2,0.5,2,2,1,26,32,2625,18071,100.9615385,564.71875,10348,10348,-1
chubao.cn,1,1,4,1,0.25,1,4,12,8,560,416,46.66666667,52,976,244,-1
nfcos.cn,1,1,3,1,0.333333333,1,3,28,22,2647,1496,94.53571429,68,4143,1381,-1
spdydns.com,1,1,1,1,1,1,1,1283,4940,91572,6840488,71.37334373,1384.71417,6932060,6932060,-1
astrazeneca.com,1,1,8,1,0.125,1,8,203,182,109116,59823,537.5172414,328.6978022,168939,21117.375,-1
huayusoft.com,7,15,64,3.266666666,3.515625,2.142857143,4.266666667,286,180,22806,17784,79.74125874,98.8,2706,634.21875,1
dailyjoy.cn,1,2,8,0.5,0.5,2,4,32,0,1920,0,60,0,960,240,-1
6mxc.com,1,2,31,0.5,0.129032258,2,15.5,93,83,10728,9962,115.3548387,120.0240964,10345,667.4193548,-1
njzztech.com,1,1,168,1,0.005952381,1,168,23337,23311,1872274,1212544,80.22770707,52.01595813,3084818,18362.0119,1
thepaper.cn,2,2,2,2,2,1,1,46,45,4519,19228,98.23913043,427.2888889,11873.5,11873.5,-1
mxhichina.com,2,2,61,2,0.06557377,1,30.5,1020,967,78741,213712,77.19705882,221.0051706,146226.5,4794.311475,-1
55666w.top,1,1,4,1,0.25,1,4,22,12,2479,2187,112.6818182,182.25,4666,1166.5,-1
jice.io,2,2,149,2,0.026845638,1,74.5,1027,829,180627,378550,175.8782863,456.6344994,279588.5,3752.865772,-1
igexin.com,248,977,15016,62.95189355,63.56746139,3.939516129,15.36949846,68167,53603,9104289,18224747,133.5585987,339.994907,27972.40123,1819.994406,0
dcinside.com,1,2,116,0.5,0.034482759,2,58,1152,1117,164670,1085028,142.9427083,971.3769024,624849,10773.25862,-1
iandun.com,2,53,4172,0.075471698,0.673298178,26.5,78.71698113,30509,31052,12851597,3909231,421.2395359,125.8930504,316242.0377,4017.456376,1
m2m-star.net,1,3,215,0.333333333,0.041860465,3,71.66666667,232,233,14800,9380,63.79310345,40.25751073,8060,112.4651163,1
cmcc-cs.cn,34,53,373,21.81132076,7.530831099,1.558823529,7.037735849,11300,13247,607024,14823484,53.71893805,1119.006869,291141.6604,41368.65416,1
bblbs.net,15,1932,1964,0.116459627,1900.521385,128.8,1.016563147,6542,4305,586523,163590,89.65499847,38,388.2572464,381.9312627,-1
virtualearth.net,1,1,8,1,0.125,1,8,85,91,8076,60611,95.01176471,666.0549451,68687,8585.875,-1
didigps.com,7,74,885,0.662162162,6.187570621,10.57142857,11.95945946,24359,23920,1962284,1049487,80.55683731,43.87487458,40699.60811,3403.131073,1
kjwx8.com,2,2,5,2,0.8,1,2.5,30,24,4354,12127,145.1333333,505.2916667,8240.5,3296.2,-1
fangkuaiyi.com,21,2185,28047,0.201830664,170.2223054,104.047619,12.83615561,358851,360262,31042895,118992332,86.50636337,330.293875,68666.00778,5349.421578,-1
zhichengyidong.com,1,1,1,1,1,1,1,6,4,1161,324,193.5,81,1485,1485,-1
motree.cn,3,24,2450,0.375,0.235102041,8,102.0833333,12150,12134,753118,636844,61.98502058,52.48425911,57915.08333,567.3314286,-1
yy.com,81,2366,31674,2.773034658,176.7366294,29.20987654,13.38715131,389508,398446,34119866,159365483,87.59734332,399.9675816,81777.40871,6108.649018,0
mytql.top,1,1,5,1,0.2,1,5,13,0,780,0,60,0,780,156,-1
outfit7.cn,1,1,13,1,0.076923077,1,13,327,370,23716,412474,72.52599388,1114.794595,436190,33553.07692,-1
newspicks.com,1,3,6,0.333333333,1.5,3,2,79,75,22926,27337,290.2025316,364.4933333,16754.33333,8377.166667,-1
qdong365.com.cn,11,220,2156,0.55,22.44897959,20,9.8,51383,38716,4480963,4190790,87.2071113,108.2443951,39417.05909,4022.148887,1
zhhnfgs.cn,2,12,2087,0.333333333,0.068998563,6,173.9166667,16559,15606,1955908,880572,118.1175192,56.42522107,236373.3333,1359.118352,1
kingsum.biz,1,2,125,0.5,0.032,2,62.5,1153,1146,70597,66482,61.22896791,58.0122164,68539.5,1096.632,1
marriott.com,1,1,2,1,0.5,1,2,51,44,4259,19253,83.50980392,437.5681818,23512,11756,-1
ipinyou.com,8,9,253,7.111111111,0.320158103,1.125,28.11111111,1073,589,153753,207549,143.2926375,352.3752122,40144.66667,1428.071146,-1
qiniu.com,10,25,1188,4,0.526094276,2.5,47.52,46436,43576,53480617,3925301,1151.705939,90.07942445,2296236.72,48321.4798,1
sanhao.com,1,1,2,1,0.5,1,2,6,6,504,504,84,84,1008,504,-1
st-keji.com,4,6,266,2.666666667,0.135338346,1.5,44.33333333,7579,3845,456601,218233,60.24554691,56.75760728,112472.3333,2536.969925,-1
wistracker.com,1,2,2837,0.5,0.00140994,2,1418.5,7114,4417,478558,463990,67.26989036,105.0464116,471274,332.2340501,-1
shuimujinggong.com,1,1,35,1,0.028571429,1,35,199,134,10352,7416,52.0201005,55.34328358,17768,507.6571429,-1
ixigua.com,124,163,3276,94.33128835,8.11019536,1.314516129,20.09815951,1564012,4074320,78390044,5642272302,50.12112695,1384.837789,35096088.01,1746233.927,-1
cardinfo.com.cn,19,34,353,10.61764706,3.274787536,1.789473684,10.38235294,1427,1094,291775,171195,204.4674142,156.4853748,13616.76471,1311.529745,1
paystart.cn,3,6,293,1.5,0.122866894,2,48.83333333,3805,3812,297306,189546,78.13561104,49.72350472,81142,1661.610922,-1
lread.net,1,1,2,1,0.5,1,2,17,15,1960,11729,115.2941176,781.9333333,13689,6844.5,-1
meiriv.com,1,1,1,1,1,1,1,11,10,1638,4232,148.9090909,423.2,5870,5870,-1
dawin.tv,1,1,12,1,0.083333333,1,12,55,38,5774,4567,104.9818182,120.1842105,10341,861.75,-1
yanguankeji168.com,13,686,19101,0.246355685,24.63724413,52.76923077,27.84402332,42112,34659,2728806,3979359,64.7987747,114.8145936,9778.666181,351.1944401,-1
chinaums.com,54,1385,16624,2.105415162,115.3888955,25.64814815,12.00288809,341480,178657,25499652,50835427,74.67392527,284.5420387,55115.58051,4591.859901,1
aboluo1.com,1,1,157,1,0.006369427,1,157,2746,915,175775,45750,64.01128915,50,221525,1410.987261,-1
maxxipoint.com,1,1,1,1,1,1,1,7,5,966,684,138,136.8,1650,1650,-1
t2k2.cn,1,1,4,1,0.25,1,4,60,88,4670,113661,77.83333333,1291.602273,118331,29582.75,-1
jianzhousc.com,1,1,3,1,0.333333333,1,3,39,64,3148,83528,80.71794872,1305.125,86676,28892,-1
kejet.net,3,4,11,2.250000001,1.454545455,1.333333333,2.75,70,55,7834,9041,111.9142857,164.3818182,4218.75,1534.090909,-1
mywtv.cn,1,1,36,1,0.027777778,1,36,108,0,6480,0,60,0,6480,180,-1
ydwgps.com,1,14,1176,0.071428571,0.166666667,14,84,14444,9042,1436372,1113723,99.44419828,123.1721964,182149.6429,2168.448129,-1
hayikeji.com,1,12,1116,0.083333333,0.129032258,12,93,8049,5083,616446,357559,76.58665673,70.34408814,81167.08333,872.7643369,1
shoujiduoduo.com,27,28,88,26.03571429,8.909090909,1.037037037,3.142857143,289,288,23873,25330,82.60553633,87.95138889,1757.25,559.125,-1
mman.kr,1,5,42,0.2,0.595238095,5,8.4,423,377,54944,201327,129.891253,534.0238727,51254.2,6101.690476,-1
zhangkongbao.com,1,1,89,1,0.011235955,1,89,3176,3915,137473,165935,43.28494962,42.3844189,303408,3409.078652,1
i5288.com,1,1,6,1,0.166666667,1,6,18,0,1080,0,60,0,1080,180,-1
xiaoka.tv,1,1,30,1,0.033333333,1,30,17595,92851,759164,129192899,43.14657573,1391.40019,129952063,4331735.433,-1
givemifi.net,2,5,318,0.8,0.078616352,2.5,63.6,913,45,54780,1800,60,40,11316,177.9245283,-1
energy-chains.cn,1,3,11,0.333333333,0.818181818,3,3.666666667,101,102,4639,35329,45.93069307,346.3627451,13322.66667,3633.454545,-1
zjlnjx.com,1,1,107,1,0.009345794,1,107,226,0,13560,0,60,0,13560,126.728972,-1
499ww.com,1,1,1,1,1,1,1,15,13,1571,5389,104.7333333,414.5384615,6960,6960,-1
4007106666.com,7,68,184,0.720588235,25.13043478,9.714285714,2.705882353,1063,812,112182,90116,105.533396,110.9802956,2974.970588,1099.445652,1
deepwits.com,1,1,26,1,0.038461538,1,26,26,0,1976,0,76,0,1976,76,-1
jiathis.com,1,1,2,1,0.5,1,2,91,89,5264,111194,57.84615385,1249.370787,116458,58229,-1
nq.com,1,1,28,1,0.035714286,1,28,58,0,3480,0,60,0,3480,124.2857143,-1
luguanjia.com,1,1,1,1,1,1,1,6,4,494,423,82.33333333,105.75,917,917,-1
hqol.net,2,3,3,1.333333333,3,1.5,1,18,10,1096,754,60.88888889,75.4,616.6666667,616.6666667,-1
xikang.com,2,5,162,0.8,0.154320988,2.5,32.4,1391,1367,106028,62753,76.22429907,45.90563277,33756.2,1041.858025,1
51taifu.com,12,14,63,10.28571428,3.111111111,1.166666667,4.5,924,902,99387,774027,107.5616883,858.1230599,62386.71429,13863.71429,-1
garageman.cn,1,6,141,0.166666667,0.255319149,6,23.5,1591,1481,193738,82458,121.7712131,55.6772451,46032.66667,1958.836879,1
klclear.com,12,89,1759,1.617977528,4.503126777,7.416666667,19.76404494,42450,43512,19463841,1873915,458.5121555,43.0666253,239750.0674,12130.6174,-1
koowo.com,8,12,172,5.333333333,0.837209303,1.5,14.33333333,929,904,130286,147439,140.2432723,163.0962389,23143.75,1614.680233,-1
wkzuche.com,1,1,8,1,0.125,1,8,1175,1330,73245,1387779,62.33617021,1043.442857,1461024,182628,-1
daum.net,1,82,1681,0.012195122,4,82,20.5,26264,25747,3757558,17839160,143.0687633,692.8636346,263374.6098,12847.54194,-1
mozilla.org,2,2,11,2,0.363636364,1,5.5,174,157,26791,48375,153.9712644,308.1210191,37583,6833.272727,-1
agps.top,30,216,13362,4.166666667,3.49169286,7.2,61.86111111,118826,77948,8425352,4553028,70.90495346,58.41109458,60085.09259,971.290226,-1
api-alliance.com,3,3,6,3,1.5,1,2,11,0,1544,0,140.3636364,0,514.6666667,257.3333333,-1
comatemeter.com,1,1,53,1,0.018867925,1,53,5612,5620,482005,330036,85.88827512,58.7252669,812041,15321.5283,-1
gm825.com,4,4,13,4,1.230769231,1,3.25,82,56,13943,15093,170.0365854,269.5178571,7259,2233.538462,-1
sdksrv.com,1,1,5,1,0.2,1,5,32,23,4070,4188,127.1875,182.0869565,8258,1651.6,-1
manzz.com,1,1,28,1,0.035714286,1,28,1026,620,88704,42884,86.45614035,69.16774194,131588,4699.571429,-1
qxwz.com,71,16908,33720,0.298142891,8478.068329,238.1408451,1.994322214,397220,428834,39973470,64796717,100.6330749,151.0997659,6196.486101,3107.063671,0
ppeum9.com,1,1,1,1,1,1,1,30,29,2224,35937,74.13333333,1239.206897,38161,38161,-1
gstatic.com,65,959,5059,4.405630867,181.7910654,14.75384615,5.275286757,25245,23364,2730663,3747423,108.1664884,160.3930406,6755.042753,1280.507215,-1
marinsm.com,1,1,3,1,0.333333333,1,3,16,10,3067,1173,191.6875,117.3,4240,1413.333333,-1
fcfc-1.com,1,2,23,0.5,0.173913043,2,11.5,222,210,29212,153621,131.5855856,731.5285714,91416.5,7949.26087,-1
mobgi.com,1,1,39,1,0.025641026,1,39,708,594,155765,120688,220.0070621,203.1784512,276453,7088.538462,-1
fuiou.com,9,27,7526,3,0.096864204,3,278.7407407,15514,7763,1688264,3742534,108.8219673,482.0989308,201140.6667,721.6048366,1
17k.com,1,1,2,1,0.5,1,2,12,10,2372,5335,197.6666667,533.5,7707,3853.5,-1
julegame.com,1,2,16,0.5,0.25,2,8,94,76,4681,5966,49.79787234,78.5,5323.5,665.4375,-1
51.la,8,10,27,6.4,3.703703704,1.25,2.7,194,166,38858,46357,200.2989691,279.2590361,8521.5,3156.111111,-1
diyidan.net,1,1,1,1,1,1,1,1,1,40,52,40,52,92,92,-1
exelator.com,1,1,10,1,0.1,1,10,106,95,16370,37397,154.4339623,393.6526316,53767,5376.7,-1
adutp.com,2,2,3,2,1.333333333,1,1.5,150,138,14799,111348,98.66,806.8695652,63073.5,42049,-1
eqxiu.com,3,3,26,3,0.346153846,1,8.666666667,311,274,57592,135637,185.1832797,495.0255474,64409.66667,7431.884615,-1
aiodt.com,1,1,1,1,1,1,1,10,7,1082,4378,108.2,625.4285714,5460,5460,-1
cloudvechile.com,9,10,104,8.100000001,0.961538462,1.111111111,10.4,4686,4805,368145,264504,78.56274008,55.04765869,63264.9,6083.163462,-1
aiclk.com,6,9,303,4,0.267326733,1.5,33.66666667,2148,1657,607257,759526,282.7081006,458.3741702,151864.7778,4510.834983,-1
rtbasia.com,4,4,7,4,2.285714286,1,1.75,36,36,3783,3267,105.0833333,90.75,1762.5,1007.142857,-1
norton.com,1,1,20,1,0.05,1,20,136,97,32836,24900,241.4411765,256.7010309,57736,2886.8,-1
jkkms.com,1,1,12,1,0.083333333,1,12,412,226,37239,13701,90.38592233,60.62389381,50940,4245,1
skype.com,14,19,49,10.31578947,7.36734694,1.357142857,2.578947368,665,780,63094,529494,94.87819549,678.8384615,31188.84211,12093.63265,-1
519gps.com,1,1,1,1,1,1,1,25,28,1305,1176,52.2,42,2481,2481,-1
hscloud.cn,1,1,25,1,0.04,1,25,311,254,36615,166283,117.733119,654.6574803,202898,8115.92,-1
xsagps.com,6,17,1028,2.117647059,0.281128405,2.833333333,60.47058824,9332,8834,642862,520068,68.88791256,58.87117953,68407.64706,1131.254864,1
360shouji.com,2,2,4,2,1,1,2,32,19,4396,6232,137.375,328,5314,2657,-1
gcs1.cn,1,1,2,1,0.5,1,2,29,33,3189,15243,109.9655172,461.9090909,18432,9216,-1
longsung.com,3,5,23,1.8,1.086956522,1.666666667,4.6,169,143,11676,27648,69.0887574,193.3426573,7864.8,1709.73913,1
sina.cn,66,109,5081,39.96330274,2.338319228,1.651515152,46.6146789,114801,354333,6509905,466150393,56.70599559,1315.571491,4336333.009,93025.05373,0
wxktv.cn,2,2,12,2,0.333333333,1,6,125,112,9903,94250,79.224,841.5178571,52076.5,8679.416667,-1
cdn1ze.com,1,1,1,1,1,1,1,281,270,40979,27030,145.8327402,100.1111111,68009,68009,-1
naver.com,1,125,8673,0.008,1.801568085,125,69.384,1048436,982317,1267306681,251939659,1208.759219,256.4749047,12153970.72,175169.646,0
oemeoapi.com,56,161,424,19.47826087,61.13443395,2.875,2.633540373,709,52,40177,3652,56.66713681,70.23076923,272.2298137,103.370283,-1
btstatic.com,1,2,37,0.5,0.108108108,2,18.5,411,409,49298,322823,119.946472,789.2982885,186060.5,10057.32432,-1
battle.net,2,3,44,1.333333333,0.204545454,1.5,14.66666667,1086,974,103750,416732,95.53406998,427.8562628,173494,11829.13636,-1
shifen.com,498,1369,97824,181.1570489,19.15849894,2.748995984,71.45653762,716644,571148,119244750,139001717,166.3932859,243.3725006,188638.7633,2639.909092,0
hubpd.com,17,17,36,17,8.027777777,1,2.117647059,6191,7717,290592,10271033,46.93781295,1330.961902,621272.0588,293378.4722,-1
flxdns.com,20,21,72,19.04761905,6.124999999,1.05,3.428571429,5545,10551,267157,14263253,48.17980162,1351.838973,691924.2857,201811.25,-1
umlgps.com,15,223,4550,1.00896861,10.92945055,14.86666667,20.40358744,96448,64424,4823558,2660456,50.01200647,41.29603874,33560.6009,1644.838242,1
7t9k.cn,1,1,2,1,0.5,1,2,11,10,944,9565,85.81818182,956.5,10509,5254.5,-1
kakamobi.cn,1,1,60,1,0.016666667,1,60,309,173,66412,31875,214.9255663,184.2485549,98287,1638.116667,-1
leiyid.com,1,1,13,1,0.076923077,1,13,99,55,5767,3082,58.25252525,56.03636364,8849,680.6923077,-1
elong.com,4,7,125,2.285714286,0.392,1.75,17.85714286,813,595,311134,153315,382.698647,257.6722689,66349.85714,3715.592,-1
easou.com,4,4,63,4,0.253968254,1,15.75,429,389,82689,239509,192.7482517,615.7043702,80549.5,5114.253968,-1
zhangdu520.com,1,1,1,1,1,1,1,37,37,5790,17088,156.4864865,461.8378378,22878,22878,-1
263xmail.com,1,1,2,1,0.5,1,2,97,106,33894,5104,349.4226804,48.1509434,38998,19499,-1
f3gps.cn,4,4,163,4,0.098159509,1,40.75,3543,2057,222672,118657,62.84843353,57.68449198,85332.25,2094.042945,1
500.com,16,17,76,15.05882353,3.802631579,1.0625,4.470588235,1630,1858,117080,1714614,71.82822086,922.8277718,107746.7059,24101.23684,-1
pj-motor.com,1,1,2,1,0.5,1,2,44,62,2181,75816,49.56818182,1222.83871,77997,38998.5,-1
hiido.com,24,31,17073,18.58064516,0.056287706,1.291666667,550.7419355,47578,36530,23942728,3039952,503.2310732,83.21795784,870409.0323,1580.429919,-1
cj.net,1,2,343,0.5,0.011661808,2,171.5,1028,661,52084,26440,50.66536965,40,39262,228.9329446,-1
bbfar.com.cn,1,1,93,1,0.010752688,1,93,5246,2999,337396,138408,64.3149066,46.15138379,475804,5116.172043,1
z3.cn,10,14,247,7.142857143,0.793522267,1.4,17.64285714,1322,507,451023,66802,341.167171,131.7593688,36987.5,2096.45749,-1
acrosspf.com,1,1,22,1,0.045454545,1,22,95,126,18025,118039,189.7368421,936.8174603,136064,6184.727273,-1
samsungmilkradio.com,1,4,66,0.25,0.242424242,4,16.5,1189,1380,130732,1236690,109.9512195,896.1521739,341855.5,20718.51515,-1
lhealthcenter.com,2,8,41,0.5,1.56097561,4,5.125,109,86,13884,14316,127.3761468,166.4651163,3525,687.804878,1
yunwk.com.cn,1,1,21,1,0.047619048,1,21,323,305,15633,12236,48.3993808,40.11803279,27869,1327.095238,1
163.com,89,154,6650,51.43506492,3.56631579,1.730337079,43.18181818,56905,46148,15943612,16911480,280.179457,366.4618185,213344.7532,4940.615338,0
21cn.com,1,1,1,1,1,1,1,16,17,2103,15898,131.4375,935.1764706,18001,18001,-1
go-gddq.com,5,5,14,5,1.785714286,1,2.8,255,229,11946,275881,46.84705882,1204.720524,57565.4,20559.07143,-1
defence.org.cn,1,1,2,1,0.5,1,2,26,115,2137,142843,82.19230769,1242.113043,144980,72490,-1
127.net,59,72,1016,48.34722222,5.102362205,1.220338983,14.11111111,14589,19293,912695,17874858,62.56049078,926.4944799,260938.2361,18491.68602,0
inveno.com,1,2,6,0.5,0.666666667,2,3,104,134,10916,84929,104.9615385,633.7985075,47922.5,15974.16667,-1
iebtour.com,1,1,1,1,1,1,1,7,23,1130,25168,161.4285714,1094.26087,26298,26298,-1
nexon.com,1,2,33,0.5,0.121212121,2,16.5,1040,704,258631,248239,248.6836538,352.6122159,253435,15359.69697,-1
ymwlw.com,5,307,54534,0.081433225,1.728261268,61.4,177.6351792,499143,311805,26453276,17771381,52.99738953,56.99517647,144054.2573,810.955679,1
gameweiyu.com,1,1,14,1,0.071428571,1,14,11080,15574,513955,21122767,46.38583032,1356.283999,21636722,1545480.143,-1
17u.cn,101,132,728,77.28030303,23.93406593,1.306930693,5.515151515,19062,36326,2228892,39491011,116.9285489,1087.12798,316059.8712,57307.55907,-1
hunshitong.net,8,8,89,8,0.719101124,1,11.125,3743,3632,220963,3892090,59.03366284,1071.610683,514131.625,46214.07865,-1
wutuxs.com,1,1,5,1,0.2,1,5,22,16,1510,1172,68.63636364,73.25,2682,536.4,-1
samsung-svoice.com,1,3,5,0.333333333,1.8,3,1.666666667,148,151,50512,73620,341.2972973,487.5496689,41377.33333,24826.4,-1
mosunshine.com,1,1,4,1,0.25,1,4,1578,1426,1657904,71830,1050.636248,50.371669,1729734,432433.5,-1
secb2b.com,2,2,6,2,0.666666667,1,3,23,32,3392,8693,147.4782609,271.65625,6042.5,2014.166667,-1
gxdata.net,1,1,11,1,0.090909091,1,11,525,500,26322,682994,50.13714286,1365.988,709316,64483.27273,-1
plc-tek.com,2,2,80,2,0.05,1,40,1186,624,245017,44684,206.5910624,71.60897436,144850.5,3621.2625,-1
ihicare.com,1,17,1438,0.058823529,0.200973574,17,84.58823529,113821,113610,5029500,3749130,44.18780366,33,516390,6104.749652,1
smartshared.cn,1,23,1416,0.043478261,0.373587571,23,61.56521739,37020,36983,4813212,2081799,130.0165316,56.29070113,299783.087,4869.358051,1
huazhu.com,2,2,3,2,1.333333333,1,1.5,20,24,3724,19439,186.2,809.9583333,11581.5,7721,-1
wo.cn,2,2,2,2,2,1,1,14,10,1555,3729,111.0714286,372.9,2642,2642,-1
wpart.cn,15,24,21123,9.375,0.027268854,1.6,880.125,137438,84293,8272131,16036897,60.18809209,190.251824,1012876.167,1150.832173,-1
sweettracker.net,1,1,4,1,0.25,1,4,12,8,1431,1472,119.25,184,2903,725.75,-1
ppkao.com,1,1,1,1,1,1,1,11,8,1919,4786,174.4545455,598.25,6705,6705,-1
xingdataxi.com,1,42,42,0.023809524,42,42,1,411,514,28376,29640,69.04136253,57.66536965,1381.333333,1381.333333,1
teafone.com,1,5,18,0.2,1.388888889,5,3.6,320,241,40591,140497,126.846875,582.9751037,36217.6,10060.44444,-1
pushwoosh.com,1,2,21,0.5,0.19047619,2,10.5,175,148,25397,61330,145.1257143,414.3918919,43363.5,4129.857143,-1
dailygrid.net,1,1,1,1,1,1,1,4,2,180,84,45,42,264,264,-1
mainadv.com,1,1,1,1,1,1,1,21,20,2124,8592,101.1428571,429.6,10716,10716,-1
haiwainet.cn,21,23,167,19.17391305,3.167664671,1.095238095,7.260869565,2703,3089,199390,3631091,73.76618572,1175.490774,166542.6522,22937.01198,-1
shuge.net,1,1,1,1,1,1,1,3,2,164,100,54.66666667,50,264,264,-1
7tianfu.cn,1,7,110,0.142857143,0.445454546,7,15.71428571,405,270,58511,175680,144.4716049,650.6666667,33455.85714,2129.009091,1
iova.com,1,1,48,1,0.020833333,1,48,605,350,45592,20000,75.35867769,57.14285714,65592,1366.5,1
larcloud.com,3,74,6573,0.121621622,0.833105127,24.66666667,88.82432432,47840,29608,2108058,1269548,44.06475753,42.87854634,45643.32432,513.860642,-1
fixnone.com,1,1,1,1,1,1,1,15,12,1718,4895,114.5333333,407.9166667,6613,6613,-1
toushibao.com,1,1,7,1,0.142857143,1,7,88,66,37602,26704,427.2954545,404.6060606,64306,9186.571429,-1
imgur.com,1,1,32,1,0.03125,1,32,128,184,15761,183851,123.1328125,999.1902174,199612,6237.875,-1
cloudapp.net,2,21,324,0.19047619,1.361111111,10.5,15.42857143,16501,15360,2095410,614700,126.9868493,40.01953125,129052.8571,8364.537037,-1
hulianxungeng.com,1,7,332,0.142857143,0.147590361,7,47.42857143,1689,1388,181326,122526,107.357016,88.27521614,43407.42857,915.2168675,1
mihuier.com.cn,3,400,6435,0.0225,24.86402486,133.3333333,16.0875,254673,258075,16303819,10366554,64.01863959,40.16876489,66675.9325,4144.580109,-1
gps889.com,5,164,3596,0.152439024,7.479421579,32.8,21.92682927,48180,41588,4373243,2300431,90.76884599,55.3147783,40693.13415,1855.8604,1
qtmojo.com,2,2,14,2,0.285714286,1,7,83,70,9724,8675,117.1566265,123.9285714,9199.5,1314.214286,-1
mbgo.com,1,1,179,1,0.005586592,1,179,1752,1846,180258,1705208,102.8869863,923.7313109,1885466,10533.32961,-1
king.com,3,4,34,2.250000001,0.470588235,1.333333333,8.5,410,343,84630,80535,206.4146341,234.7959184,41291.25,4857.794118,-1
xdf.cn,1,1,7,1,0.142857143,1,7,67,81,7848,90462,117.1343284,1116.814815,98310,14044.28571,-1
szrxt.cn,1,2,2,0.5,2,2,1,8,2,604,76,75.5,38,340,340,-1
lannway.com,4,5,407,3.2,0.061425061,1.25,81.4,4313,4137,1424382,244083,330.253188,59,333693,4099.422604,1
p3-group.com,1,1,1,1,1,1,1,13,13,1740,5508,133.8461538,423.6923077,7248,7248,-1
tapad.com,1,2,6,0.5,0.666666667,2,3,83,89,10591,13804,127.6024096,155.1011236,12197.5,4065.833333,-1
uczzd.com,3,3,12,3,0.75,1,4,104,73,13419,26889,129.0288462,368.3424658,13436,3359,-1
zenner.com.cn,1,1,1,1,1,1,1,1,1,44,44,44,44,88,88,1
kunlunhuf.com,46,50,352,42.31999999,7.102272727,1.086956522,7.04,39598,67739,2070490,92452422,52.28774181,1364.832991,1890458.24,268531,-1
