domain1,tags,tids,xs,tagRatio,xdrRatio,tagDistribute,xdrDistribute,ups,dps,ubs,dbs,upAvgFluxSize,downAvgFluxSize,tidFlux,xdrFlux,is_main,domain0
mbdlog.iqiyi.com,24,24,231,24,2.493506494,1,9.625,1316,948,184352,66930,140.0851064,70.60126582,10470.08333,1087.800866,1,iqiyi.com
lbs.chinaums.com,33,128,329,8.5078125,49.7993921,3.878787879,2.5703125,2456,1671,211424,126794,86.08469055,75.8791143,2642.328125,1028.018237,0,chinaums.com
www.scinan.com,5,196,19467,0.12755102,1.973390867,39.2,99.32142857,821641,447848,34524165,19751284,42.0185519,44.1026509,276915.5561,2788.074639,0,scinan.com
www.sourcetech.cn,3,320,4157,0.028125,24.63314891,106.6666667,12.990625,43903,25559,5355294,7363837,121.980138,288.1113111,39747.28438,3059.689921,-1,sourcetech.cn
softimtt.myapp.com,68,71,370,65.12676056,13.62432432,1.044117647,5.211267606,54692,132786,3073271,183717857,56.1923316,1383.563455,2630860.958,504840.8865,1,myapp.com
ucflow.uc.cn,39,40,742,38.025,2.156334232,1.025641026,18.55,5159,3574,624994,757576,121.1463462,211.9686626,34564.25,1863.301887,1,uc.cn
hcdn.qiyi.com,15,16,41,14.0625,6.243902439,1.066666667,2.5625,71,68,20487,3610,288.5492958,53.08823529,1506.0625,587.7317073,1,qiyi.com
www.javalink.com.cn,1,13,1349,0.076923077,0.125277984,13,103.7692308,22876,14888,2152193,915490,94.08082707,61.49180548,235975.6154,2274.042254,-1,javalink.com.cn
m.taikang.com,1,1,11,1,0.090909091,1,11,82,63,8278,65858,100.9512195,1045.365079,74136,6739.636364,1,taikang.com
reg.163.com,6,6,43,6,0.837209302,1,7.166666667,498,464,95541,318113,191.8493976,685.5883621,68942.33333,9619.860465,1,163.com
timeserver.roistar.net,6,70,1084,0.514285714,4.520295203,11.66666667,15.48571429,1090,142,83036,10792,76.17981651,76,1340.4,86.55719557,-1,roistar.net
shop.easytouch-pay.cn,1,1,79,1,0.012658228,1,79,1390,1438,78698,78844,56.61726619,54.82892907,157542,1994.202532,-1,easytouch-pay.cn
07.10663030.com,9,29,1514,2.793103448,0.555482166,3.222222222,52.20689655,51322,50206,3680709,2734160,71.71795721,54.45882962,221202.3793,4237.033686,0,10663030.com
sj.yy.com,17,17,670,17,0.431343284,1,39.41176471,3859,3120,576791,959093,149.4664421,307.4016026,90346.11765,2292.364179,1,yy.com
m-holiday.wenhua.com.cn,2,2,35,2,0.114285714,1,17.5,63561,81230,2805345,16563239,44.1362628,203.9054413,9684292,553388.1143,-1,wenhua.com.cn
weather.ksmobile.com,8,10,41,6.4,2.43902439,1.25,4.1,300,271,67011,74203,223.37,273.8118081,14121.4,3444.243902,0,ksmobile.com
res.meizu.com,6,6,54,6,0.666666667,1,9,330,249,37186,89885,112.6848485,360.9839357,21178.5,2353.166667,1,meizu.com
www.3000.com,1,1,5,1,0.2,1,5,24,17,2281,5001,95.04166667,294.1764706,7282,1456.4,-1,3000.com
rl.go2yd.com,17,17,144,17,2.006944444,1,8.470588235,1214,936,249961,278241,205.898682,297.2660256,31070.70588,3668.069444,-1,go2yd.com
r.nexac.com,1,1,2,1,0.5,1,2,11,9,1231,4040,111.9090909,448.8888889,5271,2635.5,-1,nexac.com
weighingcloud.com,5,34,26591,0.735294118,0.043473356,6.8,782.0882353,218560,221484,17235350,19324815,78.85866581,87.25151704,1075298.971,1374.907487,0,weighingcloud.com
p72-keyvalueservice.icloud.com,18,28,159,11.57142857,4.93081761,1.555555556,5.678571429,1401,817,152896,403600,109.1334761,494.002448,19874.85714,3499.974843,1,icloud.com
p26-contacts.icloud.com,13,16,61,10.5625,4.196721311,1.230769231,3.8125,578,345,81456,192000,140.9273356,556.5217391,17091,4482.885246,1,icloud.com
saas.ucloudlink.com,2,44,55,0.090909091,35.2,22,1.25,691,597,107193,272261,155.1273517,456.0485762,8623.954545,6899.163636,0,ucloudlink.com
pubserver1.bizport.cn,3,3,29,3,0.310344828,1,9.666666667,122,48,12574,5233,103.0655738,109.0208333,5935.666667,614.0344828,1,bizport.cn
counter.joins.com,1,1,4,1,0.25,1,4,17,24,3076,1770,180.9411765,73.75,4846,1211.5,-1,joins.com
znsv.baidu.com,4,4,18,4,0.888888889,1,4.5,125,111,22585,71851,180.68,647.3063063,23609,5246.444444,1,baidu.com
open.shipxy.com,6,6,400,6,0.09,1,66.66666667,1630,1221,173597,926069,106.501227,758.4512695,183277.6667,2749.165,0,shipxy.com
gss.updrv.com,1,1,67,1,0.014925373,1,67,67,0,4087,0,61,0,4087,61,0,updrv.com
dnlive.fastcdn.com,1,1,2,1,0.5,1,2,13,9,1050,848,80.76923077,94.22222222,1898,949,1,fastcdn.com
gznkyy.zoossoft.com,1,1,164,1,0.006097561,1,164,713,569,360890,465751,506.1570827,818.543058,826641,5040.493902,-1,zoossoft.com
yunstat.zhichengyidong.com,1,1,1,1,1,1,1,6,4,1161,324,193.5,81,1485,1485,-1,zhichengyidong.com
sz-preview.weiyun.com,1,1,1,1,1,1,1,26,26,1667,29305,64.11538462,1127.115385,30972,30972,-1,weiyun.com
appdownload.alicdn.com,2,2,7,2,0.571428571,1,3.5,15335,31868,689936,41681027,44.99093577,1307.927294,21185481.5,6052994.714,1,alicdn.com
www.fanqianbb.com,1,1,14,1,0.071428571,1,14,108,106,14328,30314,132.6666667,285.9811321,44642,3188.714286,-1,fanqianbb.com
api.oo008.com,1,1,6,1,0.166666667,1,6,633,569,72290,382523,114.2022117,672.2724077,454813,75802.16667,-1,oo008.com
cdn.moji.com,2,2,3,2,1.333333333,1,1.5,15,11,1833,1307,122.2,118.8181818,1570,1046.666667,-1,moji.com
union2.50bang.org,5,5,30,5,0.833333333,1,6,155,137,24850,44459,160.3225806,324.5182482,13861.8,2310.3,1,50bang.org
www.dongqiudi.com,1,1,2,1,0.5,1,2,19,15,3250,9962,171.0526316,664.1333333,13212,6606,-1,dongqiudi.com
sdk.talkingdata.com,1,1,3,1,0.333333333,1,3,12,6,648,336,54,56,984,328,-1,talkingdata.com
mbrtu.tlink.io,3,3,23,3,0.391304348,1,7.666666667,1744,1785,85098,79104,48.79472477,44.31596639,54734,7139.217391,0,tlink.io
dev.yunchongba.com,2,2,485,2,0.008247423,1,242.5,3033,2543,399031,229758,131.5631388,90.34919387,314394.5,1296.472165,0,yunchongba.com
sv.baidu.com,2,2,9,2,0.444444444,1,4.5,97,86,5804,72635,59.83505155,844.5930233,39219.5,8715.444444,1,baidu.com
rnrconfigapi.tcy365.net,1,1,11,1,0.090909091,1,11,69,46,8271,4707,119.8695652,102.326087,12978,1179.818182,-1,tcy365.net
zxmh0.lbjg7.com,2,2,24,2,0.166666667,1,12,53,0,3180,0,60,0,1590,132.5,-1,lbjg7.com
prn.chefyun.cn,2,8,1069,0.5,0.059869036,4,133.625,59022,29853,3952417,2403091,66.96514859,80.49747094,794438.5,5945.283442,0,chefyun.cn
wenda.so.com,1,1,14,1,0.071428571,1,14,182,168,29141,108880,160.1153846,648.0952381,138021,9858.642857,1,so.com
login.zhiwa-game.com,1,1,10,1,0.1,1,10,645,510,49242,44436,76.34418605,87.12941176,93678,9367.8,-1,zhiwa-game.com
ptlogin2.weiyun.com,1,1,1,1,1,1,1,18,18,2284,6706,126.8888889,372.5555556,8990,8990,-1,weiyun.com
thszyzt.swhysc.com,1,1,58,1,0.017241379,1,58,954,980,49918,1242131,52.32494759,1267.480612,1292049,22276.7069,-1,swhysc.com
ssp.kxly360.com,1,1,2,1,0.5,1,2,10,8,1808,3942,180.8,492.75,5750,2875,-1,kxly360.com
plenty.analisis.io,3,3,60,3,0.15,1,20,185,0,11100,0,60,0,3700,185,-1,analisis.io
server.kugou.net,21,23,94,19.17391304,5.627659574,1.095238095,4.086956522,147,145,33356,76572,226.9115646,528.0827586,4779.478261,1169.446809,1,kugou.net
cwnsbk.qq.com,2,2,32,2,0.125,1,16,73,78,4196,5284,57.47945205,67.74358974,4740,296.25,1,qq.com
da1.akamai.net,23,28,221,18.89285714,3.547511312,1.217391304,7.892857143,1215,482,83776,352840,68.95144033,732.033195,15593.42857,1975.638009,1,akamai.net
cm.mediav.com,30,36,177,25,7.322033898,1.2,4.916666667,1537,1298,165900,513286,107.9375407,395.4437596,18866.27778,3837.20904,-1,mediav.com
api.faceid.com,5,5,73,5,0.342465753,1,14.6,357,202,53656,45472,150.2969188,225.1089109,19825.6,1357.917808,-1,faceid.com
sc.chinaz.com,1,1,1,1,1,1,1,4,2,180,92,45,46,272,272,-1,chinaz.com
admobile.meituan.com,59,176,36111,19.77840909,0.857799562,2.983050847,205.1761364,149450,76579,20246796,18995081,135.4753831,248.0455608,222965.2102,1086.701476,1,meituan.com
yike.ecomoter.com,1,5,730,0.2,0.034246575,5,146,4223,3584,814010,670662,192.7563344,187.1266741,296934.4,2033.79726,0,ecomoter.com
dj.kuaidadi.com,2,2,20,2,0.2,1,10,248,241,49360,90568,199.0322581,375.8008299,69964,6996.4,-1,kuaidadi.com
dse.microsoft.com,1,1,2,1,0.5,1,2,29,26,6974,16570,240.4827586,637.3076923,23544,11772,-1,microsoft.com
rlog.popin.cc,1,2,5,0.5,0.8,2,2.5,25,20,3473,1953,138.92,97.65,2713,1085.2,-1,popin.cc
oneclient.sfx.ms,8,11,17,5.818181818,7.117647059,1.375,1.545454545,255,214,24749,158244,97.05490196,739.4579439,16635.72727,10764.29412,-1,sfx.ms
www.ximalaya.com,5,5,45,5,0.555555556,1,9,210,185,39235,75250,186.8333333,406.7567568,22897,2544.111111,-1,ximalaya.com
browser.mi-img.com,15,15,85,15,2.647058824,1,5.666666667,1680,1663,107035,1144676,63.71130952,688.3199038,83447.4,14726.01176,-1,mi-img.com
p36-keyvalueservice.icloud.com,13,16,171,10.5625,1.497076023,1.230769231,10.6875,2535,1899,352395,1270439,139.0118343,669.0042127,101427.125,9490.25731,1,icloud.com
huodong.kaola.com,1,1,1,1,1,1,1,99,100,8731,89372,88.19191919,893.72,98103,98103,-1,kaola.com
hybrid.ximalaya.com,5,5,43,5,0.581395349,1,8.6,250,210,48704,79095,194.816,376.6428571,25559.8,2972.069767,-1,ximalaya.com
searchad-phinf.pstatic.net,1,4,15,0.25,1.066666667,4,3.75,328,337,24466,384574,74.59146341,1141.169139,102260,27269.33333,1,pstatic.net
qqchess.qq.com,1,1,1,1,1,1,1,126,167,13022,169264,103.3492063,1013.556886,182286,182286,1,qq.com
xj.huajiao.com,1,1,18,1,0.055555556,1,18,122,129,15707,45151,128.7459016,350.0077519,60858,3381,1,huajiao.com
ddd.1sapp.com,4,5,360,3.2,0.069444444,1.25,72,1859,1017,620816,104327,333.9515869,102.5830875,145028.6,2014.286111,-1,1sapp.com
mificon.cloudtone.com.cn,1,5,87,0.2,0.287356322,5,17.4,275,275,36847,49097,133.9890909,178.5345455,17188.8,987.862069,0,cloudtone.com.cn
static.yidianzixun.com,10,10,36,10,2.777777778,1,3.6,506,582,31544,615820,62.33992095,1058.109966,64736.4,17982.33333,-1,yidianzixun.com
interworksmedia.co.kr,1,4,76,0.25,0.210526316,4,19,404,475,61754,325530,152.8564356,685.3263158,96821,5095.842105,-1,co.kr
xluser-ssl.xunlei.com,1,1,2,1,0.5,1,2,25,19,2764,10078,110.56,530.4210526,12842,6421,-1,xunlei.com
sz5.tencent.com,3,3,13,3,0.692307692,1,4.333333333,21,14,3605,1804,171.6666667,128.8571429,1803,416.0769231,-1,tencent.com
secure.uu.cc,1,1,1,1,1,1,1,4,2,208,104,52,52,312,312,1,uu.cc
xy.chinaedu.edu.cn,1,1,105,1,0.00952381,1,105,1304,2794,131151,3719905,100.5759202,1331.39048,3851056,36676.72381,1,chinaedu.edu.cn
eve67.cn,1,1,51,1,0.019607843,1,51,292,237,59172,90638,202.6438356,382.4388186,149810,2937.45098,-1,eve67.cn
a3.easemob.com,5,5,63,5,0.396825397,1,12.6,745,566,78534,222165,105.4147651,392.5176678,60139.8,4773,-1,easemob.com
water.firecc.cn,1,8,1067,0.125,0.059981256,8,133.375,5354,3212,320359,171300,59.83545013,53.33125778,61457.375,460.7863168,0,firecc.cn
sps.sf-express.com,1,2,2,0.5,2,2,1,30,24,3444,7288,114.8,303.6666667,5366,5366,0,sf-express.com
de-ham-pls-r007.teamviewer.com,1,2,5,0.5,0.8,2,2.5,81,75,15571,23202,192.2345679,309.36,19386.5,7754.6,1,teamviewer.com
consumer.lerke.cn,1,1,2,1,0.5,1,2,77,40,4177,2171,54.24675325,54.275,6348,3174,0,lerke.cn
shjt6134.jtdns.net,1,3,471,0.333333333,0.01910828,3,157,1291,697,265803,313546,205.8892332,449.8507891,193116.3333,1230.04034,0,jtdns.net
www.jdwlkjm2m.com,4,4,40,4,0.4,1,10,616,751,52232,871870,84.79220779,1160.945406,231025.5,23102.55,0,jdwlkjm2m.com
test2.idatatank.com,1,1,54,1,0.018518519,1,54,360,243,28980,13794,80.5,56.7654321,42774,792.1111111,0,idatatank.com
event.northghost.com,1,1,18,1,0.055555556,1,18,42,0,2520,0,60,0,2520,140,-1,northghost.com
max-jinli.oupengcloud.net,1,1,18,1,0.055555556,1,18,143,131,21387,86971,149.5594406,663.9007634,108358,6019.888889,1,oupengcloud.net
tbsc.apple.com,1,1,1,1,1,1,1,34,26,19188,5959,564.3529412,229.1923077,25147,25147,1,apple.com
at.tinkermobi.com,1,1,1,1,1,1,1,4,3,184,180,46,60,364,364,-1,tinkermobi.com
services.live.com,1,1,1,1,1,1,1,11,8,2960,4405,269.0909091,550.625,7365,7365,-1,live.com
wj.qq.com,1,1,3,1,0.333333333,1,3,101,106,14580,72259,144.3564356,681.6886792,86839,28946.33333,1,qq.com
api.dewmobile.net,2,2,33,2,0.121212121,1,16.5,295,381,45092,146648,152.8542373,384.9028871,95870,5810.30303,-1,dewmobile.net
app.hnxyjrl.com,1,1,11,1,0.090909091,1,11,154,170,19256,211316,125.038961,1243.035294,230572,20961.09091,-1,hnxyjrl.com
qihoo.sncfc.com.cn,1,1,10,1,0.1,1,10,89,69,9834,43426,110.494382,629.3623188,53260,5326,-1,sncfc.com.cn
load77.exelator.com,1,1,7,1,0.142857143,1,7,61,51,7663,19596,125.6229508,384.2352941,27259,3894.142857,-1,exelator.com
z3.xm1024p.biz,1,1,1,1,1,1,1,4,4,358,172,89.5,43,530,530,-1,xm1024p.biz
up.htsec.com,1,1,1,1,1,1,1,5,4,596,325,119.2,81.25,921,921,0,htsec.com
ip.alibaba-inc.com,1,1,1,1,1,1,1,6,3,300,180,50,60,480,480,-1,alibaba-inc.com
wmbox2.ecounterp.com,1,1,2,1,0.5,1,2,91,78,6042,64217,66.3956044,823.2948718,70259,35129.5,-1,ecounterp.com
agps.tbitgps.com,24,20008,104338,0.028788485,3836.761908,833.6666667,5.214814074,813537,616111,54117495,239317100,66.52124611,388.4317923,14665.8634,2812.346365,1,tbitgps.com
www.zhihusan.cn,28,465,597983,1.686021505,0.361590547,16.60714286,1285.984946,951372,209309,58666027,12355333,61.66465589,59.02915307,152734.1075,118.7681924,0,zhihusan.cn
v4sh3.yunvend.cn,10,229,43585,0.436681223,1.203189171,22.9,190.3275109,475246,394107,57288015,38765672,120.5439183,98.36331758,419448.4148,2203.824412,-1,yunvend.cn
shp.qlogo.cn,58,58,1160,58,2.9,1,20,24380,28296,1345527,34215503,55.18978671,1209.199286,613121.2069,30656.06034,1,qlogo.cn
openmobile.qq.com,22,22,42,22,11.52380952,1,1.909090909,432,351,47891,181863,110.8587963,518.1282051,10443.36364,5470.333333,1,qq.com
thirdwx.qlogo.cn,100,110,1483,90.90909091,8.159136885,1.1,13.48181818,9532,8074,1225523,5596497,128.5693454,693.150483,62018.36364,4600.148348,1,qlogo.cn
lx-scs.lingxicloud.com,35,63,194,19.44444444,20.45876289,1.8,3.079365079,1202,943,82711,351263,68.81114809,372.495228,6888.47619,2236.979381,-1,lingxicloud.com
mobilemsg.youku.com,29,29,216,29,3.893518519,1,7.448275862,1780,1315,313407,427678,176.0713483,325.2304183,25554.65517,3430.949074,1,youku.com
ypcsh.dongjian.cc,12,441,27678,0.326530612,7.026555387,36.75,62.76190476,303472,294635,39193849,15631921,129.1514505,53.05520729,124321.4739,1980.842908,0,dongjian.cc
ksopencdn.jomodns.com,37,37,249,37,5.497991968,1,6.72972973,4190,6075,226337,7328492,54.01837709,1206.336132,204184.5676,30340.67871,-1,jomodns.com
ucm.zhangyoubao.com,2,2,11,2,0.363636364,1,5.5,62,37,6541,16239,105.5,438.8918919,11390,2070.909091,-1,zhangyoubao.com
hades.meizu.com,3,3,4,3,2.25,1,1.333333333,3670,1452,4728560,61742,1288.435967,42.52203857,1596767.333,1197575.5,1,meizu.com
search.naver.com,1,36,446,0.027777778,2.905829596,36,12.38888889,11181,9801,1626636,5009708,145.4821572,511.1425365,184342.8889,14879.69507,1,naver.com
www.acadsoc.com.cn,1,1,6,1,0.166666667,1,6,87,101,7232,121524,83.12643678,1203.207921,128756,21459.33333,-1,acadsoc.com.cn
rtc.youme.im,4,4,7,4,2.285714286,1,1.75,60,41,4921,9076,82.01666667,221.3658537,3499.25,1999.571429,-1,youme.im
gamecenter.iqiyi.com,11,11,28,11,4.321428571,1,2.545454545,215,161,18963,82794,88.2,514.2484472,9250.636364,3634.178571,1,iqiyi.com
o365.jci.com,2,3,142,1.333333333,0.063380282,1.5,47.33333333,1188,1067,94906,921329,79.88720539,863.4761012,338745,7156.584507,-1,jci.com
com7.cangoonline.net,4,35,2740,0.457142857,0.447080292,8.75,78.28571429,25285,17664,1767522,1002005,69.90397469,56.72582654,79129.34286,1010.776277,0,cangoonline.net
xdcs-collector.ximalaya.com,6,6,153,6,0.235294118,1,25.5,787,689,191444,157032,243.2579416,227.9129173,58079.33333,2277.620915,-1,ximalaya.com
sgs-gw-alpha.sf-express.com,4,44,1748,0.363636364,1.107551487,11,39.72727273,11849,8789,1289721,3881847,108.8464005,441.6710661,117535.6364,2958.562929,0,sf-express.com
gfe.nvidia.com,3,3,28,3,0.321428571,1,9.333333333,332,293,80561,102368,242.6536145,349.3788396,60976.33333,6533.178571,-1,nvidia.com
www.kkcredit.cn,1,1,4,1,0.25,1,4,41,29,5487,5117,133.8292683,176.4482759,10604,2651,0,kkcredit.cn
open.wo.cn,1,1,1,1,1,1,1,6,4,1022,564,170.3333333,141,1586,1586,-1,wo.cn
www.imecare.com,1,1,49,1,0.020408163,1,49,266,243,17750,19512,66.72932331,80.2962963,37262,760.4489796,0,imecare.com
pkt-22.kiwoom.com,1,1,2,1,0.5,1,2,719,732,72071,499857,100.2378303,682.8647541,571928,285964,-1,kiwoom.com
s3-eu-west-1.amazonaws.com,1,1,28,1,0.035714286,1,28,112,84,10388,3696,92.75,44,14084,503,1,amazonaws.com
guahao.com,2,2,2,2,2,1,1,32,28,3320,2848,103.75,101.7142857,3084,3084,-1,guahao.com
pki.intel.com,10,13,128,7.692307692,1.3203125,1.3,9.846153846,615,37,39429,18079,64.11219512,488.6216216,4423.692308,449.28125,-1,intel.com
nat1.iotworkshop.com,1,1,392,1,0.00255102,1,392,8195,4144,340022,314464,41.49139719,75.88416988,654486,1669.607143,0,iotworkshop.com
wx.10086.cn,1,1,81,1,0.012345679,1,81,881,1283,131293,1547768,149.0272418,1206.366329,1679061,20729.14815,-1,10086.cn
ksn-crypto-url-geo.kaspersky-labs.com,1,1,7,1,0.142857143,1,7,136,80,27328,10308,200.9411765,128.85,37636,5376.571429,-1,kaspersky-labs.com
api2.kuaishoupay.com,3,4,17,2.25,0.941176471,1.333333333,4.25,203,186,25324,84024,124.7487685,451.7419355,27337,6432.235294,1,kuaishoupay.com
news.njmeiqiang.com,2,2,6,2,0.666666667,1,3,65,43,7499,24577,115.3692308,571.5581395,16038,5346,-1,njmeiqiang.com
signal.huiway.net,1,16,1983,0.0625,0.129097327,16,123.9375,181612,166944,59711527,10197258,328.7862421,61.08190771,4369299.063,35254.05194,-1,huiway.net
sora.yoyi.com.cn,1,1,2,1,0.5,1,2,12,8,1737,814,144.75,101.75,2551,1275.5,-1,yoyi.com.cn
box.anjucloud.com,2,6,538,0.666666667,0.066914498,3,89.66666667,4671,4663,218773,186944,46.83643759,40.09092859,67619.5,754.1208178,0,anjucloud.com
d.jd.com,1,1,3,1,0.333333333,1,3,28,21,3855,1574,137.6785714,74.95238095,5429,1809.666667,1,jd.com
images.cashwalk.io,1,5,70,0.2,0.357142857,5,14,622,540,318825,368845,512.5803859,683.0462963,137534,9823.857143,-1,cashwalk.io
collect.tianya.cn,1,1,5,1,0.2,1,5,23,17,5236,1531,227.6521739,90.05882353,6767,1353.4,-1,tianya.cn
cloud.slamtec.com,2,2,407,2,0.00982801,1,203.5,2920,2263,356001,836420,121.9181507,369.6067167,596210.5,2929.781327,-1,slamtec.com
t-ring.msedge.net,3,3,7,3,1.285714286,1,2.333333333,107,123,9673,49990,90.40186916,406.4227642,19887.66667,8523.285714,-1,msedge.net
phone.abchina.com,2,2,30,2,0.133333333,1,15,417,524,63716,342836,152.7961631,654.2671756,203276,13551.73333,0,abchina.com
adopdmp.adop.cc,1,3,14,0.333333333,0.642857143,3,4.666666667,82,73,7916,26982,96.53658537,369.6164384,11632.66667,2492.714286,-1,adop.cc
telemetry-in.battle.net,2,2,37,2,0.108108108,1,18.5,550,425,62274,192393,113.2254545,452.6894118,127333.5,6882.891892,-1,battle.net
image1.chinatelecom-ec.com,1,1,15,1,0.066666667,1,15,364,493,18526,627107,50.8956044,1272.022312,645633,43042.2,-1,chinatelecom-ec.com
ad.jjicar.com,1,3,9,0.333333333,1,3,3,88,69,13421,28681,152.5113636,415.6666667,14034,4678,-1,jjicar.com
logs.supersonic.com,3,3,15,3,0.6,1,5,212,170,36792,53067,173.5471698,312.1588235,29953,5990.6,-1,supersonic.com
adl.netease.com,1,1,6,1,0.166666667,1,6,125,153,12719,164831,101.752,1077.326797,177550,29591.66667,1,netease.com
mi.zhaopin.com,1,1,80,1,0.0125,1,80,848,766,126311,413951,148.9516509,540.4060052,540262,6753.275,-1,zhaopin.com
ikey.ggsafe.com,1,1,1,1,1,1,1,10,7,1074,746,107.4,106.5714286,1820,1820,-1,ggsafe.com
web.aladdinnet.com,1,1,4,1,0.25,1,4,24,20,2301,8808,95.875,440.4,11109,2777.25,-1,aladdinnet.com
server22608.teamviewer.com,1,2,2,0.5,2,2,1,26,30,5642,12585,217,419.5,9113.5,9113.5,1,teamviewer.com
chat.highpin.cn,1,1,94,1,0.010638298,1,94,410,430,52068,314107,126.995122,730.4813953,366175,3895.478723,1,highpin.cn
cecs.naver.com,1,1,2,1,0.5,1,2,15,10,2346,653,156.4,65.3,2999,1499.5,1,naver.com
sdkkr-file-download.efuncn.com,1,1,4,1,0.25,1,4,83,62,9241,29868,111.3373494,481.7419355,39109,9777.25,-1,efuncn.com
x.tx-cdn.com,1,1,15,1,0.066666667,1,15,78,57,10263,6148,131.5769231,107.8596491,16411,1094.066667,-1,tx-cdn.com
570677216e0f959876defb413e91a41b.bugtags.com,1,1,2,1,0.5,1,2,22,12,3174,8483,144.2727273,706.9166667,11657,5828.5,-1,bugtags.com
ts2.qq.com,1,1,3,1,0.333333333,1,3,15,12,891,651,59.4,54.25,1542,514,1,qq.com
esg-idss-core-esn-ims.sf-express.com,1,2,22,0.5,0.181818182,2,11,551,545,627686,23936,1139.176044,43.91926606,325811,29619.18182,0,sf-express.com
smrz.realnameonline.cn,1,1,1,1,1,1,1,13,9,1587,5762,122.0769231,640.2222222,7349,7349,-1,realnameonline.cn
web.yystatic.com,1,1,5,1,0.2,1,5,943,1438,39421,2000032,41.8038176,1390.842837,2039453,407890.6,-1,yystatic.com
udp.rmtonline.cn,1,1,8,1,0.125,1,8,33,33,1815,1881,55,57,3696,462,-1,rmtonline.cn
smtpcom.263xmail.com,1,1,2,1,0.5,1,2,97,106,33894,5104,349.4226804,48.1509434,38998,19499,-1,263xmail.com
bikeapi.mobike.com,144,391478,16800815,0.052968494,9121.880366,2718.597222,42.91637078,58321919,59452042,3617532212,3248849546,62.026975,54.64655942,17539.63635,408.6933734,0,mobike.com
api-31-0-0.twitter.com,15,31,140,7.258064516,6.864285714,2.066666667,4.516129032,447,0,27024,0,60.45637584,0,871.7419355,193.0285714,-1,twitter.com
wwc.alicdn.com,17,19,63,15.21052632,5.73015873,1.117647059,3.315789474,1044,1016,75716,689295,72.52490421,678.4399606,40263.73684,12143.03175,1,alicdn.com
img.alicdn.com,24,25,78,23.04,8.012820513,1.041666667,3.12,2407,3179,134834,3671241,56.01744911,1154.84146,152243,48795.83333,1,alicdn.com
nlsapi.aliyun.com,6,217,475,0.165898618,99.13473684,36.16666667,2.188940092,8658,7610,1266328,2951497,146.2610303,387.8445466,19436.98157,8879.631579,1,aliyun.com
hx.mcgps.cn,5,67,4140,0.373134328,1.084299517,13.4,61.79104478,54485,92214,3327876,3992835,61.07875562,43.29966166,109264.3433,1768.287681,-1,mcgps.cn
auditpeg.autonavi.com,4,129,1689,0.124031008,9.852575488,32.25,13.09302326,18129,22383,2128884,20756289,117.4297534,927.3238172,177404.4419,13549.53996,1,autonavi.com
gw.tuyacn.com,1,11,364,0.090909091,0.332417582,11,33.09090909,7971,4985,469606,225603,58.91431439,45.25636911,63200.81818,1909.914835,0,tuyacn.com
file.myqcloud.com,3,3,13,3,0.692307692,1,4.333333333,273,203,260367,18292,953.7252747,90.10837438,92886.33333,21435.30769,-1,myqcloud.com
ios-app.51y5.net,23,23,46,23,11.5,1,2,335,322,61172,90615,182.6029851,281.4130435,6599.434783,3299.717391,1,51y5.net
esg-gis-loc.sf-express.com,3,31,1142,0.290322581,0.84150613,10.33333333,36.83870968,5116,3877,817805,447902,159.8524238,115.5279856,40829.25806,1108.324869,0,sf-express.com
codeorder.wowoshijie.com,4,6,73,2.666666667,0.493150685,1.5,12.16666667,646,387,68765,66048,106.4473684,170.6666667,22468.83333,1846.753425,0,wowoshijie.com
web-plugin.ele.me,6,6,47,6,0.765957447,1,7.833333333,5799,4547,756902,1756903,130.5228488,386.3872883,418967.5,53485.21277,1,ele.me
api.dongqiudi.com,1,1,86,1,0.011627907,1,86,1585,1476,456320,891002,287.8990536,603.6598916,1347322,15666.53488,-1,dongqiudi.com
dns.i5288.com,1,1,6,1,0.166666667,1,6,18,0,1080,0,60,0,1080,180,-1,i5288.com
android.alyac.com,1,3,9,0.333333333,1,3,3,25,0,1500,0,60,0,500,166.6666667,-1,alyac.com
download.nvidia.com,1,1,3,1,0.333333333,1,3,4899,9500,218415,13260725,44.58358849,1395.865789,13479140,4493046.667,-1,nvidia.com
ossptest.voicecloud.cn,1,2,2,0.5,2,2,1,15,11,2136,4110,142.4,373.6363636,3123,3123,1,voicecloud.cn
cw.addthis.com,1,2,6,0.5,0.666666667,2,3,23,17,4786,2898,208.0869565,170.4705882,3842,1280.666667,-1,addthis.com
hub.my-idog.com,3,7,14,1.285714286,3.5,2.333333333,2,86,50,6472,8109,75.25581395,162.18,2083,1041.5,0,my-idog.com
ogepodownload.mediatek.com,4,8,54,2,1.185185185,2,6.75,573,493,54072,255262,94.36649215,517.7728195,38666.75,5728.407407,1,mediatek.com
www.alibaba.com,1,1,1,1,1,1,1,20,20,1970,9428,98.5,471.4,11398,11398,-1,alibaba.com
server22605.teamviewer.com,1,2,27,0.5,0.148148148,2,13.5,804,557,53817,48569,66.93656716,87.19748654,51193,3792.074074,1,teamviewer.com
clean.18guanjia.com,1,1,11,1,0.090909091,1,11,61,55,9529,31736,156.2131148,577.0181818,41265,3751.363636,-1,18guanjia.com
tgp.qq.com,3,3,89,3,0.101123596,1,29.66666667,831,726,115652,99160,139.1720818,136.584022,71604,2413.617978,1,qq.com
